"11s8 -- Taajamat väkiluvun ja väestöntiheyden mukaan, 2020"

"Vuosi";"Taajama";"Väestö 31.12.";"Maapinta-ala, km²";"Väestöntiheys"
"2020";"Ilmajoki - Kurikka";13423;58.84;228.1
"2020";"Ilola";323;2.64;122.3
"2020";"Ilomantsin kk.";2489;7.12;349.6
"2020";"Imatran kt.";26862;54.43;493.5
"2020";"Inarin kk.";638;2.81;227.0
"2020";"Inkere";663;2.43;272.8
"2020";"Inkeroinen";4581;13.35;343.1
"2020";"Inkoon kk.";2118;7.87;269.1
"2020";"Irjanne";272;2.58;105.4
"2020";"Isnäs";310;1.56;198.7
"2020";"Isojoen kk.";791;3.80;208.2
"2020";"Isokoski";342;2.75;124.4
"2020";"Isokylä - Kallaanvaara";997;4.38;227.6
"2020";"Isokylä - Naantali";247;1.59;155.3
"2020";"Isokyrön kk.";2205;11.74;187.8
"2020";"Iso-Vimma";498;3.80;131.1
"2020";"Itäkylä";200;2.69;74.3
"2020";"Ivalo";3034;7.64;397.1
"2020";"Jaalan kk.";572;2.31;247.6
"2020";"Jalasjärven kk.";3202;10.13;316.1
"2020";"Janakkalan kk.";260;2.04;127.5
"2020";"Jepuan as. seutu";434;2.85;152.3
"2020";"Joensuun kt.";73713;86.68;850.4
"2020";"Jokela (Tuusula)";6531;10.51;621.4
"2020";"Jokipii";264;1.85;142.7
"2020";"Joroisten kk.";1815;5.78;314.0
"2020";"Joutsan kk.";2161;5.81;371.9
"2020";"Joutsenon kk.";7001;16.41;426.6
"2020";"Juankosken kirkons.";1862;6.43;289.6
"2020";"Jurvan kk.";1803;8.91;202.4
"2020";"Juuan kk.";2093;6.70;312.4
"2020";"Juvan kk.";2996;6.64;451.2
"2020";"Jyrinki";349;2.52;138.5
"2020";"Jyväskylän kt.";130375;113.50;1148.7
"2020";"Jäkärlä";3507;8.10;433.0
"2020";"Jämijärven kk.";601;2.79;215.4
"2020";"Jämsän kt.";12116;30.41;398.4
"2020";"Jäppilän kk.";259;1.11;233.3
"2020";"Järvelä";2592;8.68;298.6
"2020";"Järvensuu";1152;4.44;259.5
"2020";"Järvikylä (Nivala)";392;2.88;136.1
"2020";"Järvikylä (Sievi)";302;2.18;138.5
"2020";"Kaanaa";919;4.46;206.1
"2020";"Kaasmarkku";223;1.24;179.8
"2020";"Kaavin kk.";1268;3.15;402.5
"2020";"Kainasto";215;2.18;98.6
"2020";"Kaipiaisten as.seutu";228;1.69;134.9
"2020";"Kaipola";970;5.13;189.1
"2020";"Kaivola";927;2.61;355.2
"2020";"Kajaanin kt.";29551;29.25;1010.3
"2020";"Kakkuri";227;2.56;88.7
"2020";"Kalajoen hiekkasärkät";670;5.66;118.4
"2020";"Kalajoen kk.";6559;22.32;293.9
"2020";"Kalanti";1154;3.71;311.1
"2020";"Kangas";209;2.06;101.5
"2020";"Kangaslammin kk.";207;0.81;255.6
"2020";"Kangasniemen kk.";2639;6.00;439.8
"2020";"Kankaanpää (Köyliö)";513;3.38;151.8
"2020";"Kankaanpään kt.";7735;16.11;480.1
"2020";"Kannonkosken kk.";476;1.99;239.2
"2020";"Kannuksen kt.";3752;12.13;309.3
"2020";"Karijoen kk.";469;3.48;134.8
"2020";"Karjaan kt.";7808;14.24;548.3
"2020";"Karjalohjan kk.";622;3.20;194.4
"2020";"Karkkilan kt.";7336;15.94;460.2
"2020";"Karkku";539;3.32;162.3
"2020";"Karstulan kk.";1953;5.46;357.7
"2020";"Karttulan kk.";843;2.80;301.1
"2020";"Karunki";493;2.20;224.1
"2020";"Karvian kk.";764;2.99;255.5
"2020";"Kaskisten kt.";1281;3.28;390.5
"2020";"Kasuri";336;1.95;172.3
"2020";"Kattby";378;1.68;225.0
"2020";"Kauhajoen kt.";8408;33.59;250.3
"2020";"Kauhavan kt.";5437;22.12;245.8
"2020";"Kaukjärvi";228;2.46;92.7
"2020";"Kaukonen";240;1.84;130.4
"2020";"Kausala";3677;9.06;405.8
"2020";"Kaustisen kk.";4488;22.96;195.5
"2020";"Keikyä";2066;9.61;215.0
"2020";"Keiteleen kk.";1033;3.26;316.9
"2020";"Kemie";1445;4.68;308.8
"2020";"Kemijärven kt.";3993;9.62;415.1
"2020";"Kemin kt.";25772;49.52;520.4
"2020";"Kemiön kk.";1294;5.94;217.8
"2020";"Kepola - Pajula";717;4.50;159.3
"2020";"Kerimäen kk.";2207;5.30;416.4
"2020";"Kerkkoo";683;4.26;160.3
"2020";"Kestilän kk.";472;2.36;200.0
"2020";"Kesälahden kk.";815;3.28;248.5
"2020";"Keuruun kt.";5879;9.06;648.9
"2020";"Kierälahti";416;1.49;279.2
"2020";"Kihniön kk.";622;2.40;259.2
"2020";"Kiihtelysvaaran kk.";496;1.87;265.2
"2020";"Kiikalan kk.";273;1.19;229.4
"2020";"Kiikka";1063;5.10;208.4
"2020";"Kiikoisten kk.";525;3.29;159.6
"2020";"Kiimingin kk.";5620;15.43;364.2
"2020";"Kilvakkala";373;4.04;92.3
"2020";"Kinnulan kk.";863;3.40;253.8
"2020";"Kinnulanlahti";202;1.75;115.4
"2020";"Kintaus";273;1.42;192.3
"2020";"Kipuksenkulma";218;1.56;139.7
"2020";"Kirkkoaho";623;4.04;154.2
"2020";"Kirkkonummen kk.";20353;39.16;519.7
"2020";"Kiteen kt.";4459;9.65;462.1
"2020";"Kittilän kk.";2215;4.46;496.6
"2020";"Kitula";577;2.16;267.1
"2020";"Kiuruveden kt.";3922;7.02;558.7
"2020";"Kivijärven kk.";571;2.43;235.0
"2020";"Kiviniemenmäki";252;2.00;126.0
"2020";"Klamila";285;2.68;106.3
"2020";"Klaukkala";21019;44.03;477.4
"2020";"Knivsund";262;2.17;120.7
"2020";"Knuuttila";343;3.70;92.7
"2020";"Kodisjoen kk.";335;2.55;131.4
"2020";"Koivulahti";1791;9.21;194.5
"2020";"Kokemäen kt.";4116;15.04;273.7
"2020";"Kokkolan kt.";37135;50.77;731.4
"2020";"Kolarin kk.";1063;3.63;292.8
"2020";"Kolho";746;3.90;191.3
"2020";"Kolla";481;5.18;92.9
"2020";"Kolmiranta";597;2.98;200.3
"2020";"Kolppi";3118;15.90;196.1
"2020";"Konginkangas";454;1.43;317.5
"2020";"Konneveden kk.";1050;3.70;283.8
"2020";"Kontiolahden kk.";3357;9.60;349.7
"2020";"Kontiomäki";411;1.87;219.8
"2020";"Koria";3880;8.29;468.0
"2020";"Korkeakoski";822;4.52;181.9
"2020";"Koroiskylä";252;2.91;86.6
"2020";"Korpilahden kk.";2459;6.66;369.2
"2020";"Korppoon kk.";248;1.48;167.6
"2020";"Korsnäsin kk.";719;3.43;209.6
"2020";"Kortesjärven kk.";573;3.61;158.7
"2020";"Kosken tl. kk.";1216;4.35;279.5
"2020";"Koskenkylä (Loviisa)";1083;4.57;237.0
"2020";"Koskenkylä (Vesilahti)";299;1.68;178.0
"2020";"Koski (Ulvila)";348;1.73;201.2
"2020";"Koskö";334;2.80;119.3
"2020";"Kotkan kt.";49947;71.09;702.6
"2020";"Kouvolan kt.";46990;61.34;766.1
"2020";"Kristiinankaupungin kt.";2657;6.15;432.0
"2020";"Kruunupyyn kk.";1738;8.85;196.4
"2020";"Kuggom";263;3.23;81.4
"2020";"Kuhmalahden kk.";334;2.75;121.5
"2020";"Kuhmoisten kk.";1193;4.38;272.4
"2020";"Kuhmon kt.";5116;9.24;553.7
"2020";"Kulloo";500;5.06;98.8
"2020";"Kuluntalahti";492;2.00;246.0
"2020";"Kuni";206;1.61;128.0
"2020";"Kunnarla";305;2.16;141.2
"2020";"Kuohu";376;2.02;186.1
"2020";"Kuopion kt.";92352;53.59;1723.3
"2020";"Kuortaneen kk.";1288;4.66;276.4
"2020";"Kuortti";253;1.92;131.8
"2020";"Kurenalus";3892;8.23;472.9
"2020";"Kurkimäki";701;2.36;297.0
"2020";"Kurun kk.";936;3.85;243.1
"2020";"Kustavin kk.";323;1.57;205.7
"2020";"Kuukanniemi";650;1.43;454.5
"2020";"Kuusa";237;2.09;113.4
"2020";"Kuusamon kt.";8340;15.97;522.2
"2020";"Kuusjoen kk.";504;1.87;269.5
"2020";"Kuusjärvi";236;2.25;104.9
"2020";"Kuvansi";899;3.65;246.3
"2020";"Kylmäkosken kirkons.";645;2.44;264.3
"2020";"Kyläsaari-Pihlava";6120;18.58;329.4
"2020";"Kyrö";1751;5.55;315.5
"2020";"Kyröskoski";6697;16.31;410.6
"2020";"Kyyjärven kk.";744;3.61;206.1
"2020";"Kälviän kirkons.";2315;8.53;271.4
"2020";"Kämmenniemi";901;1.35;667.4
"2020";"Kärjenniemi";710;2.61;272.0
"2020";"Kärsämäen kk.";1157;4.86;238.1
"2020";"Käärmelahti";429;2.83;151.6
"2020";"Lahden kt.";119842;113.46;1056.2
"2020";"Laihian kk.";6579;23.72;277.4
"2020";"Laitilan kt.";5691;18.32;310.6
"2020";"Lammin kk.";2729;6.37;428.4
"2020";"Lampinsaari";218;0.62;351.6
"2020";"Langansböle";817;2.56;319.1
"2020";"Lapin kk.";1463;6.20;236.0
"2020";"Lapinjärven kk.";706;2.55;276.9
"2020";"Lapinkylä";888;8.11;109.5
"2020";"Lapinlahden kk.";3526;8.08;436.4
"2020";"Lappajärven kk.";1555;9.44;164.7
"2020";"Lappeenrannan kt.";56230;54.85;1025.2
"2020";"Lappila";267;1.69;158.0
"2020";"Lappohja";454;2.00;227.0
"2020";"Lapuan kt.";10619;28.18;376.8
"2020";"Lapväärtti";1474;11.12;132.6
"2020";"Laukaan kk.";6080;12.33;493.1
"2020";"Laukkoski";402;3.73;107.8
"2020";"Launonen";1230;4.18;294.3
"2020";"Lauttakylä";6569;22.16;296.4
"2020";"Lavian kk.";790;3.05;259.0
"2020";"Lehtimäki";578;4.06;142.4
"2020";"Leivonmäen kk.";350;1.50;233.3
"2020";"Lemin kk.";685;1.51;453.6
"2020";"Lemströms kanal";220;1.90;115.8
"2020";"Lemun kk.";1379;6.99;197.3
"2020";"Lepaa";263;2.65;99.2
"2020";"Lepplax";296;2.36;125.4
"2020";"Leppäkoski";310;1.90;163.2
"2020";"Leppälampi";272;2.68;101.5
"2020";"Leppävesi";3017;8.54;353.3
"2020";"Leppävirran kk.";4086;7.87;519.2
"2020";"Lestijärven kk.";257;0.99;259.6
"2020";"Liakka";205;1.35;151.9
"2020";"Liedon as.seutu";1152;5.41;212.9
"2020";"Lieksan kt.";6739;15.23;442.5
"2020";"Lievestuore";2218;7.73;286.9
"2020";"Liljendalin kk.";501;3.83;130.8
"2020";"Lillby";358;2.44;146.7
"2020";"Limingan kk.";5250;11.25;466.7
"2020";"Linna";224;2.28;98.2
"2020";"Linnanpelto";309;2.68;115.3
"2020";"Liperin kk.";1401;3.72;376.6
"2020";"Lohjan kt.";32645;46.84;696.9
"2020";"Lohtajan kk.";754;5.22;144.4
"2020";"Loimaan kt.";8742;18.21;480.1
"2020";"Lokalahti";368;1.69;217.8
"2020";"Lopen kk.";2157;6.98;309.0
"2020";"Louhioja";224;1.56;143.6
"2020";"Loviisan kt.";6919;12.94;534.7
"2020";"Lumijoen kk.";1346;4.47;301.1
"2020";"Luoma-aho";232;1.72;134.9
"2020";"Luopa";265;3.37;78.6
"2020";"Luopioisten kk.";598;2.19;273.1
"2020";"Luumäen as.seutu";765;3.37;227.0
"2020";"Luvian kk.";1892;7.37;256.7
"2020";"Långvik";450;4.10;109.8
"2020";"Länkipohja";488;2.70;180.7
"2020";"Läyliäinen";835;3.10;269.4
"2020";"Maalahden kk.";2984;17.93;166.4
"2020";"Maaningan kk.";841;2.46;341.9
"2020";"Maarianhaminan kt.";14838;21.42;692.7
"2020";"Maksamaan kk.";366;2.02;181.2
"2020";"Maksniemi";570;2.19;260.3
"2020";"Maliskylä";259;2.83;91.5
"2020";"Marinkainen";584;3.62;161.3
"2020";"Marttilan kk.";918;4.07;225.6
"2020";"Meijerinkylä";242;1.66;145.8
"2020";"Melalahti";793;1.51;525.2
"2020";"Mellilän as.seutu";466;2.40;194.2
"2020";"Merijärven kk.";409;1.99;205.5
"2020";"Merikaarto";1204;4.83;249.3
"2020";"Merikarvian kk.";1750;9.98;175.4
"2020";"Metsäkylä (Hamina)";238;2.83;84.1
"2020";"Metsäkylä (Pornainen)";407;3.50;116.3
"2020";"Miehikkälän kk.";566;2.69;210.4
"2020";"Mietoinen";545;4.01;135.9
"2020";"Mikkelin kt.";36944;43.52;848.9
"2020";"Moikipää";446;2.79;159.9
"2020";"Monninkylä";1291;4.12;313.3
"2020";"Muhoksen kk.";7060;25.35;278.5
"2020";"Multian kk.";740;2.67;277.2
"2020";"Munakka";225;2.06;109.2
"2020";"Munsala";307;2.56;119.9
"2020";"Muonion kk.";1149;4.74;242.4
"2020";"Murto";1395;3.62;385.4
"2020";"Mustion asema";625;1.81;345.3
"2020";"Muuramen kk.";7087;12.95;547.3
"2020";"Muurlan kk.";869;3.28;264.9
"2020";"Muurola";886;2.96;299.3
"2020";"Muuruvesi";333;1.31;254.2
"2020";"Myllykoski";5620;15.32;366.8
"2020";"Myllymäki";217;1.97;110.2
"2020";"Mynämäen kk.";4137;16.11;256.8
"2020";"Myrskylän kk.";878;4.30;204.2
"2020";"Mäntsälän kk.";11621;17.34;670.2
"2020";"Mäntyharjun as.seutu";3514;10.04;350.0
"2020";"Mäntyluoto";378;2.19;172.6
"2020";"Mäntän kt.";7318;18.84;388.4
"2020";"Märynummi";969;1.81;535.4
"2020";"Mörby";280;2.45;114.3
"2020";"Möttönen";288;3.01;95.7
"2020";"Narva";464;1.96;236.7
"2020";"Nastolan kk.";11665;24.27;480.6
"2020";"Nauvon kk.";475;1.77;268.4
"2020";"Neuvoton";1264;5.18;244.0
"2020";"Niemenkylä";235;2.31;101.7
"2020";"Niemisjärvi";303;1.60;189.4
"2020";"Nihattula";393;2.59;151.7
"2020";"Niinisalo";356;2.05;173.7
"2020";"Niittumaa-Lattomeri";680;7.06;96.3
"2020";"Nilsiän kt.";2962;7.49;395.5
"2020";"Nivalan kt.";5189;17.46;297.2
"2020";"Nivankylä";338;2.18;155.0
"2020";"Noormarkun kk.";4141;10.01;413.7
"2020";"Norra Vallgrund - Södra Vallgrund";524;5.50;95.3
"2020";"Nostava";532;2.19;242.9
"2020";"Nuijamaa";216;1.26;171.4
"2020";"Nukari";359;2.64;136.0
"2020";"Nummela";14593;20.87;699.2
"2020";"Nummen kk.";475;2.42;196.3
"2020";"Nummi";3232;15.33;210.8
"2020";"Numminen";329;4.02;81.8
"2020";"Nurmeksen kt.";4812;12.37;389.0
"2020";"Nurmijärven kk.";7773;11.27;689.7
"2020";"Nämpnäs";284;2.71;104.8
"2020";"Närpiön kt.";4488;20.95;214.2
"2020";"Oinasjoki";210;1.25;168.0
"2020";"Oitti";1898;5.69;333.6
"2020";"Ojakkala";1438;4.59;313.3
"2020";"Ojakylä";327;2.17;150.7
"2020";"Oksava";715;9.49;75.3
"2020";"Olkkala";226;2.24;100.9
"2020";"Onkkaala";2569;8.26;311.0
"2020";"Oravaisten kk.";1181;7.16;164.9
"2020";"Oravikoski";364;1.47;247.6
"2020";"Orimattilan kt.";8979;17.00;528.2
"2020";"Oripään kk.";711;3.37;211.0
"2020";"Oritlampi";220;1.46;150.7
"2020";"Oriveden kt.";6119;14.43;424.0
"2020";"Otalampi";1117;6.07;184.0
"2020";"Otanmäki";617;1.56;395.5
"2020";"Otava";1453;5.74;253.1
"2020";"Oulaisten kt.";5126;14.52;353.0
"2020";"Oulun kt.";207690;206.49;1005.8
"2020";"Outokummun kt.";4370;10.76;406.1
"2020";"Paattinen";1016;4.89;207.8
"2020";"Paavola";424;1.75;242.3
"2020";"Padasjoen kk.";1436;5.69;252.4
"2020";"Paihola";253;1.11;227.9
"2020";"Paimion kt.";8567;17.40;492.4
"2020";"Palojoki";342;3.00;114.0
"2020";"Paltamon kk.";1476;6.21;237.7
"2020";"Paltaniemi";291;2.55;114.1
"2020";"Panelia";850;6.52;130.4
"2020";"Pankakoski";616;2.62;235.1
"2020";"Paraisten kt.";9425;28.26;333.5
"2020";"Parhalahti";289;2.98;97.0
"2020";"Parikkalan kk.";1495;4.19;356.8
"2020";"Parkanon kt.";4327;15.05;287.5
"2020";"Pelkosenniemen kk.";320;1.60;200.0
"2020";"Pellesmäki - Vehmasmäki";528;4.49;117.6
"2020";"Pellon kk.";1766;6.91;255.6
"2020";"Pellosniemi";257;1.71;150.3
"2020";"Peltokorpi";514;3.19;161.1
"2020";"Peltosalmi";746;3.40;219.4
"2020";"Pennala";924;4.31;214.4
"2020";"Perhon kk.";823;3.18;258.8
"2020";"Pernajan kk.";420;2.10;200.0
"2020";"Perniön as.seutu";233;1.67;139.5
"2020";"Perniön kk.";2326;5.66;411.0
"2020";"Pertunmaan kk.";439;2.04;215.2
"2020";"Perälä";380;5.48;69.3
"2020";"Peräseinäjoen kk.";1554;8.19;189.7
"2020";"Petolahti";623;5.29;117.8
"2020";"Petsmo";483;4.08;118.4
"2020";"Petäjäveden kk.";1799;5.92;303.9
"2020";"Piehinki";424;4.11;103.2
"2020";"Pieksämäen kt.";12669;19.17;660.9
"2020";"Pielaveden kk.";1784;3.86;462.2
"2020";"Pieni-Hirvanen";301;2.51;119.9
"2020";"Pietarsaaren kt.";20615;28.66;719.3
"2020";"Pihkainmäki";387;1.81;213.8
"2020";"Pihtiputaan kk.";1874;7.09;264.3
"2020";"Piippolan kk.";484;2.58;187.6
"2020";"Pirttikylä";377;3.21;117.4
"2020";"Pohjan kk.";1946;6.72;289.6
"2020";"Polvijärven kk.";1213;4.57;265.4
"2020";"Pomarkun kk.";1278;5.68;225.0
"2020";"Porin kt.";83420;122.17;682.8
"2020";"Pornaisten kk.";2073;6.28;330.1
"2020";"Porvoon kt.";39078;48.16;811.4
"2020";"Pukkilan kk.";730;2.52;289.7
"2020";"Pulkkilan kk.";718;3.99;179.9
"2020";"Punkalaitumen kk.";1131;4.80;235.6
"2020";"Punkasalmi";1247;2.58;483.3
"2020";"Puolangan kk.";1385;3.55;390.1
"2020";"Purmo";373;3.96;94.2
"2020";"Purola";232;2.40;96.7
"2020";"Puroniitty";205;1.47;139.5
"2020";"Pusula";741;1.97;376.1
"2020";"Puuluoto";252;0.75;336.0
"2020";"Puumalan kk.";1088;3.35;324.8
"2020";"Pyhe";293;2.08;140.9
"2020";"Pyhtään kk.";680;3.84;177.1
"2020";"Pyhäjoen kk.";1502;5.49;273.6
"2020";"Pyhännän kk.";879;2.15;408.8
"2020";"Pyhärannan kk.";252;1.36;185.3
"2020";"Pyhäsalmi";2277;6.25;364.3
"2020";"Pylkönmäen kk.";288;1.19;242.0
"2020";"Pännäinen";1009;7.26;139.0
"2020";"Päntäne";201;1.49;134.9
"2020";"Pöljä";391;4.01;97.5
"2020";"Raahen kt.";18645;41.19;452.7
"2020";"Raippaluoto";748;4.36;171.6
"2020";"Rajamäki";7531;14.99;502.4
"2020";"Rangsby";303;1.95;155.4
"2020";"Rantasalmen kk.";1300;3.40;382.4
"2020";"Rantsilan kk.";747;3.64;205.2
"2020";"Ranuan kk.";1803;4.95;364.2
"2020";"Rasila";2424;5.95;407.4
"2020";"Rauman kt.";33423;56.06;596.2
"2020";"Rautalammin kk.";1444;4.66;309.9
"2020";"Rautavaaran kk.";690;2.41;286.3
"2020";"Rautjärven as.seutu";200;1.21;165.3
"2020";"Rautio";392;2.52;155.6
"2020";"Rautiosaari";1139;6.77;168.2
"2020";"Reisjärven kk.";1185;5.00;237.0
"2020";"Rengon kk.";1109;4.50;246.4
"2020";"Renum - Jakari";299;3.06;97.7
"2020";"Reposaari";752;1.47;511.6
"2020";"Revonlahti";406;2.64;153.8
"2020";"Riihikoski";1535;6.11;251.2
"2020";"Riihimäen kt.";27714;31.64;875.9
"2020";"Riskunmäki";220;0.81;271.6
"2020";"Ristiinan kk.";2138;4.27;500.7
"2020";"Ristijärven kk.";522;2.24;233.0
"2020";"Risö";3137;11.97;262.1
"2020";"Rova";334;0.50;668.0
"2020";"Rovaniemen kt.";54062;60.83;888.7
"2020";"Ruka";238;2.44;97.5
"2020";"Ruotanen";405;2.24;180.8
"2020";"Ruotsalo";408;3.40;120.0
"2020";"Ruotsinpyhtään kk.";464;1.92;241.7
"2020";"Ruoveden kk.";1784;5.49;325.0
"2020";"Ruukki";1121;4.52;248.0
"2020";"Rymättylän kk.";748;2.35;318.3
"2020";"Ryttylä";1584;3.54;447.5
"2020";"Rääkkylän kk.";518;2.43;213.2
"2020";"Röykkä";1593;3.74;425.9
"2020";"Röylä";201;2.25;89.3
"2020";"Saarijärven kt.";4926;14.42;341.6
"2020";"Saariselkä";283;2.23;126.9
"2020";"Saarlammi";268;2.26;118.6
"2020";"Sahalahden kk.";1134;3.27;346.8
"2020";"Saimaanharju";1776;2.97;598.0
"2020";"Sallaajärvet";218;1.37;159.1
"2020";"Sallan kk.";1582;3.96;399.5
"2020";"Salon kt.";28536;38.27;745.6
"2020";"Sammatin kk.";976;4.15;235.2
"2020";"Sasi";286;1.93;148.2
"2020";"Sattanen";204;1.24;164.5
"2020";"Saukkola";1034;5.27;196.2
"2020";"Sauvon kk.";1286;4.19;306.9
"2020";"Savijärvi";251;1.44;174.3
"2020";"Savitaipaleen kk.";1732;6.01;288.2
"2020";"Savonlinnan kt.";20527;22.95;894.4
"2020";"Savonrannan kk.";403;1.92;209.9
"2020";"Savukosken kk.";396;2.09;189.5
"2020";"Seinäjoen kt.";51721;56.89;909.1
"2020";"Sieppijärvi";230;1.40;164.3
"2020";"Sievin kk.";1718;4.84;355.0
"2020";"Siikaisten kk.";408;2.06;198.1
"2020";"Siikajoenkylä";444;2.94;151.0
"2020";"Siilinjärven kk.";11284;22.33;505.3
"2020";"Siltakylä";2861;10.89;262.7
"2020";"Simon as.seutu";760;3.19;238.2
"2020";"Simon kk.";219;1.80;121.7
"2020";"Simpele";1543;5.23;295.0
"2020";"Sinettä";480;2.22;216.2
"2020";"Sippola";201;1.61;124.8
"2020";"Sirkka";523;4.41;118.6
"2020";"Siuntion as.seutu";2284;3.61;632.7
"2020";"Siuntion kk.";353;1.87;188.8
"2020";"Siuro";2331;5.19;449.1
"2020";"Sodankylän kk.";4922;12.41;396.6
"2020";"Soinin kk.";976;4.03;242.2
"2020";"Soinlahti";269;3.07;87.6
"2020";"Soklot";305;2.43;125.5
"2020";"Sokoja";246;1.62;151.9
"2020";"Someron kt.";4925;12.71;387.5
"2020";"Sonkajärven kk.";1304;2.96;440.5
